stock_0,stock_1,配对系数,已平仓实现收益,总盈亏,entry_level,exit_level,trading_tlist
002227.SZ,603016.SH,1.116989417540294,9.181657445949062,0.9831871549160508,-0.010041023019887657,0.010041023019887657,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-11-25 00:00:00'), Timestamp('2020-12-02 00:00:00')]"
002606.SZ,603016.SH,1.1279904699315397,0.0,-5.405072145721671,-0.009685710709706585,0.009685710709706585,[Timestamp('2020-07-01 00:00:00')]
600758.SH,603693.SH,1.0230899264707172,0.0,3.947402163601039,-0.06679521125222317,0.06679521125222317,[Timestamp('2020-07-01 00:00:00')]
000862.SZ,000993.SZ,1.0090798853776253,1.054689968841768,2.071812861801763,-0.025121555205964787,0.025121555205964787,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-12-09 00:00:00'), Timestamp('2020-12-28 00:00:00')]"
300697.SZ,603016.SH,1.0181268440930322,0.0,0.0,0.0005491954138876811,-0.0005491954138876811,
300452.SZ,300143.SZ,1.0802529062597968,0.0,-18.90130377097097,-0.029764227972734023,0.029764227972734023,[Timestamp('2020-07-06 00:00:00')]
601288.SH,601398.SH,0.7469190776043927,0.0,0.0,-1034.16,1034.16,[]
002564.SZ,002689.SZ,1.021799832254178,1.2884183479188993,1.2884183479188993,-0.024924162160681225,0.024924162160681225,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-12-24 00:00:00')]"
600560.SH,603016.SH,1.2845744552296672,0.0,-12.434699683674848,-0.05980609491774811,0.05980609491774811,[Timestamp('2020-07-01 00:00:00')]
002189.SZ,002506.SZ,0.9233143471795924,0.0,0.0,0.0004320376252136412,-0.0004320376252136412,
000831.SZ,000962.SZ,1.2363180150318818,4.962132291109554,-21.98097270866519,-0.022176527726310392,0.022176527726310392,"[Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-19 00:00:00')]"
300039.SZ,600513.SH,0.9891196191321026,9.318553579074282,14.262597936008733,-0.04465142286741075,0.04465142286741075,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-11-23 00:00:00')]"
000795.SZ,600259.SH,0.917663234941994,1.5195683779772515,8.062382462821242,-0.017415007065047314,0.017415007065047314,"[Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-11-27 00:00:00')]"
000070.SZ,002446.SZ,0.9561192951768417,0.0,0.0,-0.02098279435776641,0.02098279435776641,[]
300641.SZ,300239.SZ,0.6642914642667818,9.360077299355204,21.70625940234946,-0.02720459013252326,0.02720459013252326,"[Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-28 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-10-27 00:00:00'), Timestamp('2020-12-11 00:00:00')]"
000962.SZ,600980.SH,0.9777706804726142,2.672144912115879,2.672144912115879,-0.01984111061046834,0.01984111061046834,"[Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-10 00:00:00')]"
002057.SZ,002937.SZ,1.21131202438611,8.697925689031944,8.697925689031944,-0.029177799642482204,0.029177799642482204,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-12-24 00:00:00')]"
600776.SH,603220.SH,1.4380910972172611,0.0,0.0,-0.012116895086058892,0.012116895086058892,[]
300439.SZ,300143.SZ,1.0248294469063686,0.0,19.512210321715337,-0.05226752479199417,0.05226752479199417,[Timestamp('2020-07-01 00:00:00')]
000516.SZ,600838.SH,1.2926531707568067,108.40657475053449,108.40657475053449,-0.06236416411189281,0.06236416411189281,"[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-08-10 00:00:00')]"
formation,2019-07-01,2020-07-01,156.46174266190832,132.88886769378215,transaction,2020-07-01,2021-01-01
